[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_027\27.04.2026_MWH_027_t120m_053.gcd
Output Date	30.04.2026
Output Time	14:37:10

[File Information]
Type	Data File
Generated	28.04.2026 05:44:46
Generated by	System Administrator
Modified	30.04.2026 14:37:10
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	28.04.2026 05:47:51
Sample Type	0:Unknown
Level	0
Sample Name	MWH_027_t120m
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	8
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\27.04.2026_MWH_027_t120m_053.gcd
Method File	G:\GC data\MWH3_60-150-200_0-2uL_split50.gcm
Batch File	G:\GC data\Mara\MWH_027-029.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	5
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,565	1,522	1,699	54128	43018	1,258	0,000	   			0,000	39219	0,000	1,529	0,000	0,000	0	0	0,000	0,000
2	1,885	1,862	1,960	1698	1217	1,395	0,000	   			0,204	45207	0,000	1,498	9,567	0,000	0	0	0,000	0,000
3	2,673	2,646	2,754	1066	706	1,511	0,000	   			0,708	80703	0,000	1,435	21,628	3,464	0	0	0,000	0,000
4	6,943	6,870	7,173	1525	186	8,189	0,000	   			3,437	15124	0,000	2,581	32,498	4,852	0	0	0,000	0,000
5	7,581	7,523	7,798	1584	171	9,246	0,000	   			3,844	13137	0,000	2,403	2,610	1,119	0	0	0,000	0,000

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18945
Start Time(min)	0,000
End Time(min)	12,630
R.Time (min)	Intensity
0,00033	-10
0,00100	-10
0,00167	-10
0,00233	-10
0,00300	-9
0,00367	-9
0,00433	-9
0,00500	-8
0,00567	-8
0,00633	-8
0,00700	-8
0,00767	-8
0,00833	-8
0,00900	-8
0,00967	-8
0,01033	-8
0,01100	-8
0,01167	-8
0,01233	-8
0,01300	-8
0,01367	-8
0,01433	-8
0,01500	-8
0,01567	-9
0,01633	-9
0,01700	-9
0,01767	-9
0,01833	-10
0,01900	-10
0,01967	-10
0,02033	-11
0,02100	-11
0,02167	-11
0,02233	-11
0,02300	-11
0,02367	-11
0,02433	-11
0,02500	-11
0,02567	-11
0,02633	-11
0,02700	-11
0,02767	-11
0,02833	-11
0,02900	-10
0,02967	-10
0,03033	-10
0,03100	-10
0,03167	-9
0,03233	-9
0,03300	-9
0,03367	-9
0,03433	-9
0,03500	-9
0,03567	-9
0,03633	-9
0,03700	-9
0,03767	-9
0,03833	-9
0,03900	-9
0,03967	-10
0,04033	-10
0,04100	-10
0,04167	-9
0,04233	-9
0,04300	-9
0,04367	-9
0,04433	-8
0,04500	-8
0,04567	-7
0,04633	-7
0,04700	-7
0,04767	-7
0,04833	-7
0,04900	-7
0,04967	-7
0,05033	-7
0,05100	-7
0,05167	-6
