[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_018\MWH_018_BA_25.02.2026_2.gcd
Output Date	09.04.2026
Output Time	10:47:38

[File Information]
Type	Data File
Generated	25.02.2026 13:40:55
Generated by	System Administrator
Modified	09.04.2026 10:47:38
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	25.02.2026 13:44:14
Sample Type	0:Unknown
Level	1
Sample Name	MWH_018_BA
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	17
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\MWH_018_BA_25.02.2026_2.gcd
Method File	G:\GC data\Praktikum middle.gcm
Batch File	G:\GC data\Mara\wash_2026-02-25.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	4
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,330	1,316	1,391	1065	855	1,245	0,000	 V 			0,000	30869	0,000	0,000	0,000	0,000	0	0	0,000	0,000
2	1,564	1,512	1,802	2466750	1924624	1,282	0,000	S  			0,176	38069	0,000	1,513	7,528	0,000	0	0	0,000	0,000
3	3,936	3,883	4,233	1169532	724073	1,615	0,000	S  			1,960	150672	0,000	1,035	65,499	11,135	0	0	0,000	0,000
4	4,420	4,350	4,518	1631	386	4,225	0,000	   			2,323	22470	0,000	0,955	6,121	1,186	0	0	0,000	0,000

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	22125
Start Time(min)	0,000
End Time(min)	14,750
R.Time (min)	Intensity
0,00033	3
0,00100	3
0,00167	3
0,00233	4
0,00300	4
0,00367	4
0,00433	4
0,00500	5
0,00567	5
0,00633	5
0,00700	5
0,00767	6
0,00833	6
0,00900	6
0,00967	6
0,01033	6
0,01100	6
0,01167	5
0,01233	5
0,01300	5
0,01367	5
0,01433	5
0,01500	5
0,01567	5
0,01633	4
0,01700	4
0,01767	3
0,01833	3
0,01900	3
0,01967	3
0,02033	2
0,02100	2
0,02167	2
0,02233	2
0,02300	2
0,02367	2
0,02433	2
0,02500	2
0,02567	2
0,02633	2
0,02700	2
0,02767	2
0,02833	2
0,02900	2
0,02967	3
0,03033	3
0,03100	3
0,03167	4
0,03233	4
0,03300	4
0,03367	4
0,03433	4
0,03500	4
0,03567	4
0,03633	3
0,03700	3
0,03767	3
0,03833	3
0,03900	3
0,03967	3
0,04033	3
0,04100	3
0,04167	3
0,04233	3
0,04300	3
0,04367	3
0,04433	3
0,04500	3
0,04567	3
0,04633	3
0,04700	3
0,04767	2
0,04833	2
0,04900	2
0,04967	2
0,05033	1
0,05100	1
0,05167	1
0,05233	1
0,05300	1
0,05367	1
0,05433	1
0,05500	1
0,05567	1
0,05633	1
0,05700	0
0,05767	0
0,05833	-0
0,05900	-1
0,05967	-1
0,06033	-1
0,06100	-1
0,06167	-2
0,06233	-1
0,06300	-1
0,06367	-1
0,06433	-1
0,06500	-1
0,06567	-1
0,06633	-0
0,06700	-0
0,06767	0
0,06833	0
0,06900	0
0,06967	0
0,07033	0
0,07100	0
0,07167	-0
0,07233	-0
0,07300	-0
0,07367	-0
0,07433	-0
0,07500	-0
0,07567	-0
0,07633	-0
0,07700	-0
0,07767	0
0,07833	0
0,07900	0
0,07967	0
0,08033	0
0,08100	0
0,08167	-0
0,08233	-1
0,08300	-1
0,08367	-1
0,08433	-1
0,08500	-1
0,08567	-1
0,08633	-1
0,08700	-1
0,08767	-1
0,08833	-1
0,08900	-1
0,08967	-1
0,09033	-1
0,09100	-1
0,09167	-1
0,09233	-1
0,09300	-1
0,09367	-2
0,09433	-2
0,09500	-2
0,09567	-2
0,09633	-2
0,09700	-2
0,09767	-2
0,09833	-2
0,09900	-2
0,09967	-2
0,10033	-2
0,10100	-3
0,10167	-3
0,10233	-3
0,10300	-3
0,10367	-3
0,10433	-3
0,10500	-3
0,10567	-3
0,10633	-3
0,10700	-2
0,10767	-2
0,10833	-2
0,10900	-2
0,10967	-2
0,11033	-2
0,11100	-2
0,11167	-2
0,11233	-1
0,11300	-1
0,11367	-1
0,11433	-2
0,11500	-2
0,11567	-2
0,11633	-2
0,11700	-2
0,11767	-2
0,11833	-2
0,11900	-2
0,11967	-2
0,12033	-2
0,12100	-2
0,12167	-2
0,12233	-2
0,12300	-2
0,12367	-2
0,12433	-2
0,12500	-2
0,12567	-2
0,12633	-2
0,12700	-2
0,12767	-1
0,12833	-1
0,12900	-1
0,12967	-1
0,13033	-1
0,13100	-1
0,13167	-1
0,13233	-1
0,13300	-1
0,13367	-1
0,13433	-1
0,13500	-0
0,13567	-0
0,13633	-0
0,13700	0
0,13767	0
0,13833	1
0,13900	1
0,13967	2
0,14033	2
0,14100	2
0,14167	3
0,14233	3
0,14300	3
0,14367	3
0,14433	3
0,14500	2
0,14567	2
0,14633	2
0,14700	2
0,14767	2
0,14833	2
0,14900	2
0,14967	2
0,15033	2
0,15100	2
0,15167	2
0,15233	1
0,15300	1
0,15367	1
0,15433	1
0,15500	0
0,15567	0
0,15633	0
0,15700	0
0,15767	0
0,15833	0
0,15900	0
0,15967	0
0,16033	0
0,16100	1
0,16167	1
0,16233	1
0,16300	1
0,16367	1
0,16433	1
0,16500	1
0,16567	1
0,16633	0
0,16700	0
0,16767	0
0,16833	0
0,16900	0
0,16967	-0
0,17033	-0
0,17100	-1
0,17167	-1
0,17233	-1
0,17300	-1
0,17367	-1
0,17433	-2
0,17500	-2
0,17567	-2
0,17633	-2
0,17700	-2
0,17767	-3
0,17833	-3
0,17900	-3
0,17967	-3
0,18033	-3
0,18100	-3
0,18167	-3
0,18233	-3
0,18300	-3
0,18367	-3
0,18433	-3
0,18500	-3
0,18567	-3
0,18633	-3
0,18700	-3
0,18767	-3
0,18833	-3
0,18900	-2
0,18967	-2
0,19033	-2
0,19100	-2
0,19167	-2
0,19233	-2
0,19300	-2
0,19367	-2
0,19433	-2
0,19500	-2
0,19567	-2
0,19633	-2
0,19700	-2
0,19767	-2
0,19833	-2
0,19900	-2
0,19967	-2
0,20033	-2
0,20100	-2
0,20167	-2
0,20233	-1
0,20300	-1
0,20367	-1
0,20433	-1
0,20500	-1
0,20567	-1
0,20633	-0
0,20700	-0
0,20767	0
0,20833	0
0,20900	0
0,20967	1
0,21033	1
0,21100	1
0,21167	1
0,21233	1
0,21300	1
0,21367	1
0,21433	1
0,21500	1
0,21567	1
0,21633	1
0,21700	1
0,21767	1
0,21833	1
0,21900	1
0,21967	1
0,22033	1
0,22100	1
0,22167	1
0,22233	1
0,22300	1
0,22367	1
0,22433	1
0,22500	2
0,22567	2
0,22633	2
0,22700	2
0,22767	1
0,22833	1
0,22900	0
0,22967	0
0,23033	-0
0,23100	-0
0,23167	-1
0,23233	-1
0,23300	-1
0,23367	-1
0,23433	-1
0,23500	-1
0,23567	-1
0,23633	-1
0,23700	-1
0,23767	-1
0,23833	-2
0,23900	-2
0,23967	-2
0,24033	-2
0,24100	-3
0,24167	-3
0,24233	-3
0,24300	-3
0,24367	-3
0,24433	-2
0,24500	-2
0,24567	-2
0,24633	-2
0,24700	-2
0,24767	-2
0,24833	-3
0,24900	-3
0,24967	-3
0,25033	-3
0,25100	-3
0,25167	-3
0,25233	-3
0,25300	-3
0,25367	-3
0,25433	-3
0,25500	-3
0,25567	-3
0,25633	-2
0,25700	-2
0,25767	-2
0,25833	-2
0,25900	-2
0,25967	-1
0,26033	-1
0,26100	-1
0,26167	-1
0,26233	-1
0,26300	-1
0,26367	-0
0,26433	-0
0,26500	0
0,26567	0
0,26633	1
0,26700	1
0,26767	1
0,26833	2
0,26900	2
0,26967	2
0,27033	3
0,27100	3
0,27167	3
0,27233	3
0,27300	3
0,27367	4
0,27433	4
0,27500	4
0,27567	4
0,27633	4
0,27700	4
0,27767	4
0,27833	4
0,27900	4
0,27967	4
0,28033	4
0,28100	4
0,28167	4
0,28233	4
0,28300	4
0,28367	4
0,28433	4
0,28500	4
0,28567	4
0,28633	4
0,28700	4
0,28767	4
0,28833	4
0,28900	4
0,28967	4
0,29033	5
0,29100	5
0,29167	5
0,29233	5
0,29300	4
0,29367	4
0,29433	4
0,29500	4
0,29567	4
0,29633	4
0,29700	4
0,29767	3
0,29833	3
0,29900	3
0,29967	3
0,30033	3
0,30100	3
0,30167	2
0,30233	2
0,30300	2
0,30367	2
0,30433	2
0,30500	2
0,30567	2
0,30633	2
0,30700	2
0,30767	2
0,30833	2
0,30900	2
0,30967	2
0,31033	2
0,31100	2
0,31167	1
0,31233	1
0,31300	1
0,31367	1
0,31433	1
0,31500	0
0,31567	0
0,31633	0
0,31700	0
0,31767	-0
0,31833	-0
0,31900	-0
0,31967	-1
0,32033	-1
0,32100	-1
0,32167	-1
0,32233	-0
0,32300	-0
0,32367	-0
0,32433	-1
0,32500	-1
0,32567	-1
0,32633	-1
0,32700	-1
0,32767	-1
0,32833	-0
0,32900	-0
0,32967	-0
0,33033	-0
0,33100	-0
0,33167	-0
0,33233	-0
0,33300	-0
0,33367	0
0,33433	0
0,33500	0
0,33567	0
0,33633	-0
0,33700	-0
0,33767	-0
0,33833	-0
0,33900	-0
0,33967	-0
0,34033	-0
0,34100	-0
0,34167	0
0,34233	0
0,34300	1
0,34367	1
0,34433	2
0,34500	2
0,34567	2
0,34633	2
0,34700	3
0,34767	3
0,34833	3
0,34900	3
0,34967	3
0,35033	3
0,35100	3
0,35167	3
0,35233	3
0,35300	3
0,35367	4
0,35433	4
0,35500	4
0,35567	4
0,35633	4
0,35700	4
0,35767	4
0,35833	4
0,35900	4
0,35967	4
