[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_022\MWH_022_Oc_16.03.2026_4.gcd
Output Date	09.04.2026
Output Time	10:49:55

[File Information]
Type	Data File
Generated	16.03.2026 09:37:53
Generated by	System Administrator
Modified	09.04.2026 10:49:55
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	16.03.2026 09:41:09
Sample Type	0:Unknown
Level	1
Sample Name	MWH_022_Oc
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	2
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\MWH_022_Oc_16.03.2026_4.gcd
Method File	G:\GC data\MWH3_60-150-200_0-2uL_split50.gcm
Batch File	G:\GC data\Mara\wash_2026-16_03.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	6
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,334	1,279	1,415	3644	2350	1,551	0,000	 V 			0,000	29540	0,000	0,848	0,000	0,000	0	0	0,000	0,000
2	1,453	1,429	1,517	1173	736	1,594	0,000	   			0,089	29474	0,000	2,014	3,673	0,000	0	0	0,000	0,000
3	1,569	1,517	1,821	6631277	5029856	1,318	0,000	   			0,177	35703	0,000	1,420	3,490	1,982	0	0	0,000	0,000
4	2,741	2,693	3,193	1057350	710407	1,488	0,000	SV 			1,055	87573	0,000	1,163	33,429	5,973	0	0	0,000	0,000
5	2,829	2,810	2,875	2380	1618	1,470	0,000	T  			1,121	84658	0,000	1,480	2,322	1,062	0	0	0,000	0,000
6	2,898	2,875	2,950	1249	876	1,426	0,000	T  			1,173	95565	0,000	1,289	1,823	1,046	0	0	0,000	0,000

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18944
Start Time(min)	0,001
End Time(min)	12,629
R.Time (min)	Intensity
0,00067	-3
0,00133	-3
0,00200	-2
0,00267	-2
0,00333	-2
0,00400	-2
0,00467	-2
0,00533	-2
0,00600	-1
0,00667	-1
0,00733	-1
0,00800	-1
0,00867	-0
0,00933	-0
0,01000	0
0,01067	0
0,01133	0
0,01200	0
0,01267	0
0,01333	0
0,01400	0
0,01467	0
0,01533	1
0,01600	1
0,01667	1
0,01733	1
0,01800	1
0,01867	1
0,01933	1
0,02000	1
0,02067	1
0,02133	1
0,02200	0
0,02267	0
0,02333	0
0,02400	0
